index,author,date,genre,lhs,match,rhs,gerund,verb_type,func,det,generation,gender,age
730446,MI3,1693,prose,ibus cauti _i__ : Diab_l_s enim hac v_a _ape innocentibus in_idiatur . He confirms what he faith by ,Reciting," a Passage out of Alertus Granzius , who writes that the Devil was seen in the Shape of a Noble man ",VG,lex,by,bare,G3,M,54
154663,MI3,1675,prose," or should run in vain , Gal· 2.1 , 2. ) but also Consociated or made Agreement with them by mutual ",giving," the right hand of Fellowship , to dispose the Course of their Ministry and Provision for the poor ,",VG,light,by,bare,G3,M,36
356107,PW3,1687,letters,"eſt blemiſh of our Reformation , viz. our Hanging , Qua tering , Plunder Baniſhing Laws ; Is it not ",turning," them out of this quiet courſe , and telling them if they will have eaſe , they muſt get it as they ",VG,lex,scomp,bare,G3,M,43
250721,MI3,1700,prose,ari_ty used in the Consecration of the Elements . Now if the using the very words of Institution in ,Ministring," the Sacraments is not Commanded , much less are we Commanded to use the words Express_d in our Lord",VG,lex,in,bare,G3,M,61
501148,MI3,1674,prose," would have led you the right way , may be remembred when it is too late . Do not under pretence of ",avoiding," Corruption , run into sinfull Separation from any of the true Churches of God , ( and what is good ",VG,lex,of,bare,G3,M,35
933392,CN3,1683,prose," belonged , who also had allowed them without the Temple six hundred Servants , who took care , for ",providing," all conveniencies for them ; As for the Priests themselves , they never went without the limits of ",VG,lex,for,bare,G3,M,51
1019179,CN3,1688,prose,on the Mountains with so strong a trot that he made the very ground flash with fire under him ; His ,bruising," the body of a Child of a certain Smiths , and making his very bones so soft that you might wrap the",VG,lex,other,poss,G3,M,56
625099,PW3,1692,prose,hat it serves chiefly to relate to evidence upon differences . 1 . Because it is in the room of the ,swearing," the Law allowed , which was true swearing : And , 2 . Because of doubling the Assertion Yea , Yea ;",VG,lex,of,the,G3,M,48
539278,PW3,1670,prose," ſtated . Firſt , By Liberty of Conſcience , we underſtand not only a meer Liberty of the Mind , in ",believing," or disbelieving this or that Principle or Doctrine , but the Exerciſe of our ſelves in a viſible Wa",VG,lex,in,bare,G3,M,26
774493,PW3,1673,prose," Evangelical . I might tell him in ſhort , That he has given away his Cauſe in this Particular , by ",rancking," Water-Baptiſm among the divers Waſhings pag . 50. The Apoſtle ( Hebr. 9 . ) accounts Legal , and ab",VG,lex,by,bare,G3,M,29
295507,PW3,1674,prose,"ught upon to true Converſion then the Heathen , J. Faldo infers , that reading the Scriptures , and ",getting, Knowledge thence puts Men into a worſe Condition then the Heathen ; and that there's ſcarcely anyth,VG,lex,subject,bare,G3,M,30
835343,PW3,1688,letters,"ards or Gratuities of those I have been able to oblige . If therefore an Vniversal Charity , if the ",asserting," an Impartial Liberty of Conscience , if doing to others as one would be done by , and an open avowi",VG,lex,subject,the,G3,M,44
809398,CN3,1681,prose,"rator , as Ambassadors to Rome , and the last being a Clergyman of a bold and daring Spirit , He in ",debating," his Soveraigns cause before the Pope , and Cardinals , with threatning Language , and Countenance a",VG,lex,in,bare,G3,M,49
775418,PW3,1673,prose,"is Sheep , the Scriptures , and the Power of God , and not before ; but becauſe it is impoſſible in ",Reaſoning," or Arguing pro and con , by the utmoſt Strength and Search of Natural Abilities , to know Chriſt , ",VG,lex,in,bare,G3,M,29
773318,PW3,1673,prose," I leave it with God , and my Reader's Conſcience , whether J. Faldo hath not denyed all Honeſty in ",throwing, ſo much Dirt undeſervedly upon W. Smith : But let us ſee what Reply he makes to my Anſwer in his In,VG,lex,in,bare,G3,M,29
827762,CN3,1682,prose,"Seventh , being King of France , Sir Gyles of Brittain , High Constable of France , was accused for ",having," murdered above an hundred and threescore Infants , and Women with Child , with whose blood he writ ",VG,have,for,bare,G3,M,50
773401,PW3,1673,prose,"reat and refined Profeſſors , before the Breaking forth of the People called Quakers , or leave off ",cenſuring," this part of our Doctrine , as no part of Chriſtianity . Nor have we any Ground to believe , that t",VG,lex,object,bare,G3,M,29
780673,PW3,1674,prose," the Dialogue ; not only in his so calling it , yet making it , to the Abuse of the Vulgar ; but in ",giving," that under our Names , which is not sayable by us as Real Quakers : And for any to proceed to justi",VG,light,in,bare,G3,M,30
1038217,CN3,1683,prose,"Amboyna , near Seran ; the chief Town of it also hath the same name , and is the Rendezvouz for the ",gathering," and buying of Cloves : the English lived in the Town , under the Protection of the Castle , held an",VG,lex,for,the,G3,M,51
792031,PW3,1699,prose,"roteſtant Communions . But as we are for Liberty of Conſcience every where , ſo we are no where for ",having," Government affronted and abuſed , in the name of Conſcience , by Groſs and Inſolent Behaviour . And",VG,have,for,bare,G3,M,55
933183,CN3,1683,prose,"to a stately and spacious Castle , where he should be delicately brought up and carefully kept from ",having, any knowledge of Humane Calamities or Troubles . And gave special command that no distressed Person,VG,have,other_prep,bare,G3,M,51
263239,PW3,1688,letters," that this Excluſion of them either dos or can do . Let us therfore have a Law enacted , which , in ",Aboliſhing," al thoſe Penal Ones , and al the Teſts too that ar now complained of , ſhal Eſtabliſh a Ʋniverſal a",VG,lex,in,bare,G3,M,44
808864,CN3,1681,prose,taking each of them by the hand . Then the Lord Chancellor made a Speech wherein he blamed them for ,raising," Arms , desiring to know the Cause ; who answered , They had done it for the good of the Kingdom , a",VG,lex,for,bare,G3,M,49
80670,PW3,1673,prose,"t Sect that ever appeared in the World ; Yet for our own turn we will be nibling at it , as G.W. in ",mentioning, a Moth - eaten Manuſcript mentioned by Beza in his Annotations . Anſw . We have already ſaid enough,VG,lex,in,bare,G3,M,29
1018791,CN3,1688,prose,"e Relations of Daemons , Witches , Spirits , Apparitions , and other remarkable Accidents , without ",distinguishing, them into particular Heads or Chapters . I . IN 1679 . the house of William Morse at Newberry in Ne,VG,lex,other_prep,bare,G3,M,56
774451,PW3,1673,prose,"y hold in great Admiration , when they meet with them in the poor Quakers Writings ; but inſtead of ",acknowledging," miſeraby brow - beat them with oppobrious Language , thereby bringing the greateſt Truths into Suſp",VG,lex,of,bare,G3,M,29
774733,PW3,1673,prose, Remiſſion to have been declared by his publick offering up of himſelf : But he was ſo reputed from ,bearing, away the Sins that were paſt through the Forbearance of God ; and we are accounted as Righteous ( u,VG,lex,other_prep,bare,G3,M,29
250310,MI3,1700,prose,at could do it . 2 . The natural Tempers and Infirmities of some are such as make them uncapable of ,relating, publickly what God has done for them . Some have a natural Hesitancy of Speech . Others are of very,VG,lex,of,bare,G3,M,61
1038390,CN3,1683,prose,"eavours to suborn the Governour and the other Officers , finding that could not be effected , after ",having," battered it with great Mortar - pieces , the Sultan made a general Assault . But just as the Turks ",VG,have,temp,bare,G3,M,51
829063,CN3,1682,prose," privy , and hired to assist in the murther ; which Raynard and Dunn accomplished upon May-day , by ",drowning," him , as they were travelling all three together , from a Town called Huby , and acquainting the Wi",VG,lex,by,bare,G3,M,50
113906,CN3,1686,prose,", and knowing what infinite riches we carried , concluded it better if possible to escape , than by ",encountring," a crew of desperate Fellows , to hazard not only our own Lives , which a man of courage in this cas",VG,lex,by,bare,G3,M,54
773091,PW3,1673,prose,"e to the Scripture , overturns the moſt evident Teſtimonies therein contained , by withſtanding and ",defaming," this one Aſſertion , that God , who is Light , ſhines not in the Heart of any Man on the Earth , no",VG,lex,by,bare,G3,M,29
773035,PW3,1673,prose,"s the Soul to the Body , John Faldo would fain exclude from any Share in Chriſtianity ; and for our ",preferring," and preſſing That , as the moſt important Matter , he over - runs us with all the Vilifying , Scorn",VG,lex,for,poss,G3,M,29
114308,CN3,1686,prose,"r Company whatsoever , and are found very beneficial to the Nation by the great Trade they drive in ",Importing," so many rich Commodities from India , Persia and Arabia ; They export from hence , Peices of Eight ",VG,lex,in,bare,G3,M,54
775447,PW3,1673,prose," , 72 , 73 , 74 . 8 . From J. Penning . asking , If outward Blood would cleanſe the Conſcience from ",indwelling," Sin , he infers , that we deny all Benefit by the Blood of Chriſt ſhed upon the Croſs , for the dec",VG,lex,other_prep,bare,G3,M,29
197740,PW3,1675,prose," the Athenians and Lacedemonians . They call their Free - men Frilingi , and theſe had Votes in the ",Making," and Executing the general Laws of the Kingdom . In Ethelbert 's time , after Auſtin 's Inſinuations",VG,light,in,the,G3,M,31
1019559,CN3,1688,prose,m as their Lord . After which they danced in a ring backward it may be to prevent their knowing and ,accusing," one another , if they should happen to be detected ; Which this Triscillianus afterward did to Char",VG,lex,object,poss,G3,M,56
197799,PW3,1675,prose,"rty , the firſt Great Fundamental , that is the Parent of this other , which intitles to a Share in ",making, Laws for the Preſervation of the firſt inviolably . Nor is the third other then the neceſſary Produ,VG,light,in,bare,G3,M,31
175976,MI3,1680,prose,"Determination , Infantem accipimus septem annis minorem . And Luke hath put it out of Question , by ",declaring," that those children were Infants , Luk. 18 .15 . ( tabrephe ) i. e. Nurslings , or Babes , as the s",VG,lex,by,bare,G3,M,41
827873,CN3,1682,prose,"blessing himself , the Horse disappeared and returned to the Conjurer , by whom he was chid for not ",bringing, with him the Prisoner ; he told him all that had passed : At last Frederick was freed out of Prison,VG,lex,for,bare,G3,M,50
250285,MI3,1700,prose,"rguments with great Learning and Judgement demonstrated , that the Sacrament of the Supper is not a ",Converting, but a Confirming Ordinance : otherwise it might be Administred not only to Ungodly but to Unbaptise,VG,lex,scomp,a,G3,M,61
829081,CN3,1682,prose,d sive large wounds in her head ; he was very much afrighted yet had the courage to ask her ( after ,blessing," himself who she was , and what she wanted , to whom she said , I am the Spirit of such a Woman , wh",VG,lex,temp,bare,G3,M,50
809333,CN3,1681,prose,"e 39 of this K. Nov. 22 . 102 Jews were brought from Lincoln to Westminster , and there accused for ",crucifying," a child of 8 years old , named Hugh . These Jews were upon examination sent to the Tower of London ",VG,lex,for,bare,G3,M,49
1010742,PW3,1668,prose,"d not Offended ; of condemning Juſtice , and redee____ Mercy of requiring a ſatisfaction , and then ",paying," of it . 2 . Becauſe if Chriſt payes the Debt as God , then the Father and the Spirit being God , th",NG,lex,of,bare,G3,M,24
552844,CN3,1716,letters,"me to the __ dars , all that remain of them , being in a ve__ ſmall compaſs . We ſpent ſome time in ",cutting," ſticks , and ſetting our nan_es on the great trees . At this place came to us the captain of a vill",VG,lex,in,bare,G3,M,84
1018751,CN3,1688,prose,"tain signs , whereby this Infernal Possession is to be distinguished from any other Malady ; As the ",revealing," secret things past or t_ come , which without some supernatural assistanc_ could not be discovered ",VG,lex,other,the,G3,M,56
775040,PW3,1673,prose," of all , my Gain is loſt . But to the next . Reply , p. 86 . That of Fox he deals treacherouſly in ",leaving," out the Propoſition to which the Anſwer is made , and thereby its Senſe alſo . F. brings in the Pri",VG,lex,in,bare,G3,M,29
1027684,PW3,1688,prose,"le the Sincerity of the Prince , I know not an eaſier and better way to aſſure our ſelves , then by ",chuſing," ſuch Perſons to ſerve in Parliament , whoſe Love and Sincerity for this Liberty we have the greateſ",VG,lex,by,bare,G3,M,44
828798,CN3,1682,prose,"ire , or any other Torment : The Marshal being much offended herewith , devised a new Torment ; for ",espying," a Pond in the Street , that lay open to the North - wind , it being in the cold Winter time , he ca",VG,lex,for,bare,G3,M,50
154719,MI3,1675,prose,hurches persisting in their Errors and miscarriage to pronounce that heavy Sentence against them of ,withdrawing," and Renouncing all Christian Communion with them , until they do repent , and further to declare an",VG,lex,of,bare,G3,M,36
851438,PW3,1672,prose," every good Chriſtian Man can ſay . What Folly , what Impudence is it in J. Faldo , to make that an ",Equaling," our Writings to Scripture , or Preferring them before it , which both his own Tribe ( I am able to ",VG,lex,scomp,a,G3,M,28
809867,CN3,1681,prose,"leasure , that he endeavoured to recover his good opinion , by as strange a way as he lost it : for ",attiring," himself in a Garment of blue Sattin , wrought all with Oylet holes of black Silk , the Needle hangi",VG,lex,for,bare,G3,M,49
1020048,CN3,1688,prose,"m in the Sea like a Cork , and raised a wind with a design to have drowned several Royal Persons by ",throwing," a Cat into the Sea which the Devil delivered to him and his cursed Confederates , and taught them t",VG,lex,by,bare,G3,M,56
1019737,CN3,1688,prose,e that Witches by his assistance with their wicked charms and inchantments can hinder Generation by ,procuring," frigidity and other inconveniences of which they give several instances , and among others that whi",VG,lex,by,bare,G3,M,56
214067,PW3,1674,prose,"icked Works may have render'd their Hearts Stony , Thorny , or otherwise defective and uncapable of ",bringing," forth Fruit . The other Parable is also very weighty , and much to our purpose : For the Kingdom of",VG,lex,of,bare,G3,M,30
548131,PW3,1685,prose,"le : Or written Sedition , made illegible by writing the Oaths & Canons upon it : The ſafeſt way of ",blotting," out Danger . And I know not how to forbear ſaying , that this neceſſary Conformity makes the Church",VG,lex,of,bare,G3,M,41
653174,PW3,1668,prose,"iſſenters , and kind titles of Chriſtian Churches , Children of the ſame Father , &c. I find , is a ",perſwading," of all into an acknowledgment of the Church of England . But Reader , if thou wilt know the reaſon ",NG,lex,scomp,a,G3,M,24
775526,PW3,1673,prose,"t nothing compared with his Diſingenuity at the end of his Firſt Book , where under the Pretence of ",furniſhing," his Reader with a Key to underſtand the Quakers Meanings by , he ſets down no leſs then about two H",VG,lex,of,bare,G3,M,29
218584,MI3,1689,prose,"umstances for the promoting , yet further , that Work which was so happily begun ; and also for the ",perfecting," of it , not only in this Kingdom , but in other Christian Kingdoms . He likewise suggested to the G",NG,lex,for,the,G3,M,50
869068,PW3,1683,prose,"one , who would notwithſtanding have us accounted Papiſts . And we may further add , that ſince our ",giving," our Voices in the ſaid late Election for thoſe Perſons , which are known to be hearty for the Prote",VG,light,temp,poss,G3,M,39
448856,CN3,1683,prose,"e tyed and coupled together like Beasts and _ogs , and sent into the Woods to be ravished , and for ",making," resistance , they had their cloaths stript off , their Bodies whipt , and their ears cut off , and ",VG,light,for,bare,G3,M,51
934123,CN3,1683,prose,eed it was morally impossible that so many disagreeing weak Souls should carry on a Project without ,taking," Air , the least glimpse being enough to give Light to the Statesmen of those times . The Design the",VG,light,other_prep,bare,G3,M,51
176331,PW3,1670,prose,"might have forborn ſo great an Inſtance of no Reaſon , as their commanding me to the Baledock , for ",demanding," Common Reaſon . I am well aſſured , that common Reaſon criminates no Aſſembly , peaceably met to Wo",VG,lex,for,bare,G3,M,26
514899,PW3,1692,prose, ... ] the Scriptures : we __ad them with comfort and advantage ; and [ ... ] are profitable to the ,perfecting, of the Man of God through the [ ... ] the Spirit : The Scriptures declare the things of God ; but c,NG,lex,other_prep,the,G3,M,48
114187,CN3,1686,prose,"kes a noise , and so offensive , that we were even suffocated with the sudden rising of Vapors upon ",removing," one of these Stones , which were so hot as not easily to be handled ; We descended not above four o",VG,lex,temp,bare,G3,M,54
178901,PW3,1695,prose,"his Man suggests , that it Discharges and Abolishes them . This appears very plain in that Christ's ",performing," of the Rites of the Law was in order to end them , being made under the Law for that very purpose .",NG,lex,subject,poss,G3,M,51
919011,MI3,1708,prose,"e Golden Candlesticks out of their places , which the Mercy of Heaven avert . Mr. S. concludes with ",telling," us , that Wendeline acknowledgeth , that Sacraments may be Instrumental in beginning Faith : 'Tis w",VG,lex,other_prep,bare,G3,M,69
292675,PW3,1674,prose,"m : They make the former to lie in an Assent of the Understanding to such Propositions , and in the ",performing, of some visible Parts of Religion in their own Spirits and Wills ( which is far from the Immanuel -,NG,lex,in,the,G3,M,30
250454,MI3,1700,prose,argues more like a Congregational man than like a Presbyterian . For thus he reasons . The power of ,Administring," Sacraments is as Chrysostom speaks , Delivered to the Church , although the Dispensation or Adminis",VG,lex,of,bare,G3,M,61
730584,MI3,1693,prose," Act . 19 . 18 , 19 . Nothing can be more clear . Suppose a man to be suspected for Murder , or for ",Committing," a Rape , or the like Nefandous Wickedness , if he does freely confess the Accusation that's ground ",VG,lex,for,bare,G3,M,54
774128,PW3,1673,prose," if I underſtood it of a Worſhip performed within time in any Senſe , thereby making me to deny the ",Performing," of Worſhip to Almighty God the time Men live in the World , becauſe it may be called from the Word ",NG,lex,object,the,G3,M,29
934474,CN3,1683,prose,"cuse , The Count assures him , That His Majesty was very well satisfied with the reasons of his not ",attending," him to Catalonia , being very sensible of his good inclinations to his service That for his own par",VG,lex,of,poss,G3,M,51
154706,MI3,1675,prose,"rs and Messengers into a Synod , is an Ordinance of Christ , unto whom Christ hath ( in Relation to ",rectifying," male Administrations , and healing Dissentions in particular Congregations , and the like Cases ) c",VG,lex,other_prep,bare,G3,M,36
827086,PW3,1668,prose,"the Creature upon ſacrificing , wickedly inſinuating that none can be freed from ſin , and that the ",performing," of Rites , Duties , and Ceremonies , is all God requires , and what is neceſſary to procure accepta",NG,lex,subject,the,G3,M,24
1019558,CN3,1688,prose,aiting on him as their Lord . After which they danced in a ring backward it may be to prevent their ,knowing," and accusing one another , if they should happen to be detected ; Which this Triscillianus afterwar",VG,lex,object,poss,G3,M,56
401295,MI3,1682,prose,"e and Absolute ; viz. The Promises which respect first grace , the powring down of the Spirit , the ",giving," a new Heart , &c. And that the Conditions or Qualifications required of men under the Gospel in ord",VG,light,subject,the,G3,M,43
250597,MI3,1700,prose,"ll not permit any one to be Ordained without a Title , but they too much comply with the Papists in ",allowing, those to have Titles who have none such as the Calcedonian Council intended . 6 . The impleaded Ord,VG,lex,in,bare,G3,M,61
792582,PW3,1687,prose,m hath had in this laſt Age is Argument enough that Toleration of differing Opinions is ſo far from ,diſturbing," the Publick Peace , or deſtroying the Intereſt of Princes and Common-wealths , that it does advanta",VG,lex,other_prep,bare,G3,M,43
773417,PW3,1673,prose,"nd the other which is ſuperfluous , as by his Account ) My next Queſtion is , What was his Rule for ",believing," thoſe Councils ? I am ſure he muſt have been without all other , then a Willingneſs to believe ſo ,",VG,lex,for,bare,G3,M,29
773701,PW3,1673,prose, did examine ſome of his Teſtimonies is undeniable ; and to let him ſee I dare handle theſe without ,fearing," they ſhould bite me , I ſay , and that not without very good Seconds , They are not the Goſpel : I ",VG,lex,other_prep,bare,G3,M,29
114429,CN3,1686,prose, the People ; We are going to put the Baker into a red hot Oven in the Piazza to be Baked alive for ,selling," Bread by false Weights , and the Cook is to be Roasted alive for having sold Meat by false Weights ",VG,lex,for,bare,G3,M,54
1019707,CN3,1688,prose,"Governor of the Castle of Prague , and a great Company were present , who with one accord joined in ",singing," praises to , and calling upon Jesus Christ , and with ardent affections and strong cryes poured out",VG,lex,in,bare,G3,M,56
934613,CN3,1683,prose," , he speedily entred upon a most bold and hazardous Design , but of high importance for the sudden ",accomplishing," his Pretensions , which was to go directly against the very Person of the Emp . and with all his Fo",VG,lex,for,the,G3,M,51
110410,MI3,1677,prose,rformance of their engagements . In the first place they endeavoured to play Leger de main in their ,sending," Hostages . For instead of Sachems Children . they thought to send some other , and to make the Engl",VG,lex,in,poss,G3,M,38
829087,CN3,1682,prose," much as he could to stay in the Mill i_ the night without Company , thinking thereby t_ escape the ",seeing," this dreadful Apparition ; But no_ withstanding , one night when it began to be dark the Apparition",VG,lex,object,the,G3,M,50
16007,PW3,1685,prose,"n Enacted , then Impoſſibilities or Contradictions . To make a man Dangerous to the State , for not ",going," to Church ; or a Breaker of the Peace , for being at a Meeting of a hundred People , when their per",VG,lex,for,bare,G3,M,41
539393,PW3,1670,prose," Nation in Peace , Trade , and Commerce ; and would not exempt any man , or Party of men , from not ",keeping," thoſe excellent Laws , that tend to Sober , Juſt , and Induſtrious Living . It is a Jeſuitical Morr",VG,lex,other_prep,bare,G3,M,26
1048084,PW3,1682,prose,"71 . A Neuter only has room to be a Peace - maker : For being of neither ſide , he has the means of ",mediating," a Reconciliation of both . 372 . And yet , where Right or Religion gives a Call , a Neuter muſt be ",VG,lex,of,bare,G3,M,38
918952,MI3,1708,prose,"resent Impurities and so to Eat . The like is to be said as to a Christians Eating , or a Ministers ",Administring," the Sacrament , 1 Cor . 11 . 28 . It is fearful Impiety and Atheism for a Man that liveth in Secret",VG,lex,other_prep,poss,G3,M,69
514937,PW3,1692,prose,"it is Antiscriptur_ to say he is not . Your last Reason for our dishonouring of our Sa+our , is our ",denying," him to be distinct from the Father . But suppose @ were true , why do you strain so hard to depress",VG,lex,scomp,poss,G3,M,48
539248,PW3,1670,prose,"making any farther progreſs in ſuch an Anti-proteſtant , and truly Anti-chriſtian Path , as that of ",perſecuting," honeſt and vertuous Engliſh men , for only worſhipping the God that made them , in the Way they jud",VG,lex,of,bare,G3,M,26
922021,MI3,1709,prose," Saints who never had _he Honour ( tho' they would have rejoyced in it ) to die for Christ , or for ",_earing, Witness to his Truth . If it can be proved that it is a Corporal Re _urrection which is here intend,VG,lex,for,bare,G3,M,70
919063,MI3,1708,prose," The truth is , the Popes Kingdom has been falling for these several Ages . And notwithstanding his ",regaining," some Countries which had rejected him , the Pope is a Little thing at this day , compared to what h",VG,lex,other_prep,poss,G3,M,69
773050,PW3,1673,prose,"ity , at leaſt in my Adverſary's Apprehenſion . Secondly , I have Anſwered that Objection , both by ",ſhowing," that the Presbyterians , Independents and Anabaptiſts , whom he owns to be Chriſtians , were novil ",VG,lex,by,bare,G3,M,29
791919,PW3,1699,prose,reſents us . What can be fairer than this ? Where is the Snake in the Graſs now ? Is this hiding or ,diſguiſing, our Principles from Peoples underſtandings ? Or is it the Equivocating Art and Affected Obſcurities,VG,lex,scomp,bare,G3,M,55
791890,PW3,1699,prose,"erning our Belief of the Trinity , that it was not full or Expreſs enough , nor about our owning or ",diſowning," either the Divine or Humane Nature of Chriſt , nor the Vertue and Benefit of his Death and Sufferin",VG,lex,other_prep,poss,G3,M,55
1019939,CN3,1688,prose,"blickly reprove and admonish the said Jacob Oluffson out of the word of God , and likewise upon his ",declaring," himself sincerely penitent , should absolve him for the same , and represent to the people their gr",VG,lex,temp,poss,G3,M,56
1032248,MI3,1716,prose,"nd practising that Communion , which this Consent or Agreement specially tendeth unto , may be , by ",making," use occasionally of Elders or able Brethren of other Churches , or by the more solemn Meetings of b",VG,light,by,bare,G3,M,77
469608,MI3,1697,prose,"quiry into their Spiritual State ! Chamier commends the Strictneſs uſed in the Primitive Times , in ",Examining," thoſe that deſired to Joyn to the Chuch , ne quantum fieri poterit lateant Simones , that ſo Simon ",VG,lex,in,bare,G3,M,58
42473,PW3,1672,prose," Lye , becauſe more then Seventy Pages of the Former Paſſage , in quite another caſe , I ſay , that ",breaking," a Man's word , is , in Plainer Engliſh , telling a Lyar : If I did forbear it at firſt , it was mee",VG,lex,subject,bare,G3,M,28
508931,PW3,1672,prose,"e it is in the Heart , it will be in the Mouth . But Reader , doſt thou not think this a New Way of ",proving," a Man an Impoſtor , Lyar , Falſe Prophet , and what not ? But I dare tell him , that he will not gr",VG,lex,of,bare,G3,M,28
792538,PW3,1687,prose,"it is a moſt unaccountable obſtinacy in the Church of England to ſtickle to uphold them , for after ",having," made it a matter of Religion and Conſcience to Addreſs the late King in behalf of this , to think H",VG,have,temp,bare,G3,M,43
1010738,PW3,1668,prose," valued acquaintance , might with great facility diſcriminate to a full reſolve in this point ; for ",admitting," God to be a Creditor , or he to whom the Debt ſhould be paid , and Chriſt he that ſatisfies or paye",VG,lex,for,bare,G3,M,24
508381,PW3,1672,prose,"tting away the Filthineſs of Fleſh and Spirit , and the Anſwer of a good Conſcience before God ; in ",winding," up this ſubject he thus ſmartly , and as if his Query were enough to clear up all that he had to ſa",VG,lex,in,bare,G3,M,28
554511,PW3,1679,prose,and every ſort and ſize of people will ſtand upon their own legs ; all unreaſonable expectations of ,ſetting," up one ſort of men , and throwing down all the reſt , will be out ; all fears and jealouſies , and ",VG,lex,of,bare,G3,M,35
295448,PW3,1674,prose,"mm'd up at the End of my Rejoynder , to help the Readers Memory . And ſo far hath the Man been from ",Defending," himſelf Do_trinally , that he ſuffers himſelf to remain without all Defence againſt my Charges . Bu",VG,lex,other_prep,bare,G3,M,30
464944,PW3,1669,prose,"r my Impriſonment , and that noiſe of Bl_ſphemy , which hath pierced ſo many Ears of late , is , my ",denying," the Divinity of Chriſt , and diveſting him of his Eternal Godhead , which moſt buſily hath been ſug",VG,lex,scomp,poss,G3,M,25
792491,PW3,1687,prose,ime and Heats of all Hands had made in every Religious Party of Men . Nor does ſhe loſe anything by ,repealing," thoſe Laws , but the Power of Perſecuting , and a good Church would never have the Temptation . Com",VG,lex,by,bare,G3,M,43
942767,PW3,1681,prose,"ſtituted Bodies of States , and may with leſs ſmart be continued on , then picked off . If hopes of ",raiſing," a Fortune be any motive to engage you to a Party , remember firſt , that the ſole power of rewardin",VG,lex,of,bare,G3,M,37
178763,PW3,1695,prose,"quicknings of it , for the Spirit itself cannot be quenched . Now this Note of his , is so far from ",overthrowing," our Use of this Scripture , that it establishes it , and defeats him of the End he proposed in oppo",VG,lex,other_prep,bare,G3,M,51
109783,MI3,1677,prose,"ts were quickly brought to Plymouth , that the English at Wessegusquaset , did abuse the Indians by ",stealing," their corn from them , yea and one of them was so bruitish as to turn Indian . Others of them were ",VG,lex,by,bare,G3,M,38
652873,PW3,1668,prose,y tels them in ſeveral other places there's no Salvation out of the true one ; unleſs he thinks the ,imploying," their Talent to the ſervice & adoration of a falſe god , be more excuſable then to worſhip none : b",VG,lex,subject,the,G3,M,24
851662,PW3,1672,prose,Evil by reading one of our Books ; and ſhall I deny it to be as poſſible for any to be convinced by ,reading," ſome Paſſages in the Holy Scriptures ? God forbid . Neither did William Smith ever mean , that Chri",VG,lex,by,bare,G3,M,28
852329,PW3,1672,prose, us from many Abſurdities ; we ſhall a little examine both what the Original Text will make for the ,clearing," the Point in Controverſie , and what may be the ſenſe of ſome Men of Learning ( a thing he pretends",VG,lex,for,the,G3,M,28
918692,MI3,1708,prose,"s Authors Extolling several Corrupt Arminian Annotators , as the best Expositors ; nor of his mis - ",interpreting," clear Texts of Scripture , that prove Justification by the Imputed Righteousness of Christ only ; w",VG,lex,of,poss,G3,M,69
113863,CN3,1686,prose,"ny signal of light again from my Companion at the Cape , I knew he waited for my notice , and so by ",hiding," and shewing my light according to a certain Rule or Agreement betwixt us , I certified him of what ",VG,lex,by,bare,G3,M,54
176376,PW3,1670,prose,"dy , and that no further then a permitted him of God ; whoſe holy Will I am reſigned to anſwer , in ",Doing," and Suffering , as he ſhall enable me . And whatever my Portion be from this Generation , whether G",VG,light,in,bare,G3,M,26
773458,PW3,1673,prose,"ccording to J. Faldo 's own unhappy way of Reaſoning , the Apoſtle muſt not be a Chriſtian ; for in ",denying," the Prophets to be Chriſtians , becauſe they were before Chriſt's viſible Appearance , and preferri",VG,lex,in,bare,G3,M,29
828491,CN3,1682,prose,"ecuted : And a War afterward breaking out with England , the King found his Nobility very averse in ",assisting," him therein , which much discontented him : These thoughts , with some fearful Visions which he had",VG,lex,in,bare,G3,M,50
